placement_number,record_id,title,authors_as_listed,arxiv,external_url,frontier_code,frontier,topic,paper_path,official_pdf_url
844,,Combined Signatures of Heavy Higgses and Vectorlike fermions at the HL-LHC,R. Dermisek et al.,2203.03852,https://arxiv.org/abs/2203.03852,TF,Theory,Collider Phenomenology,papers/2203.03852.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.03852.pdf
845,,Axion-Like Particles at High Energy Muon Colliders,T. Han et al.,2203.05484,https://arxiv.org/abs/2203.05484,TF,Theory,Collider Phenomenology,papers/2203.05484.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.05484.pdf
846,,Displaced Fat-Jets and Tracks to Probe Boosted Right-Handed Neutrinos in the U(1)_{B−L} Model,R. Padhan et al.,2203.06114,https://arxiv.org/abs/2203.06114,TF,Theory,Collider Phenomenology,papers/2203.06114.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06114.pdf
847,,Phenomenological Aspects of Composite Higgs Scenarios: Exotic Scalars and Vector-like Quarks,A. Banerjee et al.,2203.07270,https://arxiv.org/abs/2203.07270,TF,Theory,Collider Phenomenology,papers/2203.07270.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07270.pdf
848,,WIMP Dark Matter at High Energy Muon Colliders,T.Han et al.,2203.07351,https://arxiv.org/abs/2203.07351,TF,Theory,Collider Phenomenology,papers/2203.07351.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07351.pdf
849,,Complex Scalar Singlet Model Benchmarks for Snowmass,S. Adhikari et al.,2203.07455,https://arxiv.org/abs/2203.07455,TF,Theory,Collider Phenomenology,papers/2203.07455.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07455.pdf
850,,New Physics with Missing Energy at Future Lepton Colliders,J. Kalinowski et al.,2203.07913,https://arxiv.org/abs/2203.07913,TF,Theory,Collider Phenomenology,papers/2203.07913.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07913.pdf
851,,Directly Probing the CP-Structure of the Higgs-Top Yukawa at HL-LHC and Future Colliders,R. K. Barman et al.,2203.08127,https://arxiv.org/abs/2203.08127,TF,Theory,Collider Phenomenology,papers/2203.08127.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08127.pdf
852,,A Short Overview on Low Mass Scalars at Future Lepton Colliders,T. Robens.,2203.08210,https://arxiv.org/abs/2203.08210,TF,Theory,Collider Phenomenology,papers/2203.08210.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08210.pdf
853,,"Theory, Phenomenology, and Experimental Avenues for Dark Showers",G. Albouy et al.,2203.09503,https://arxiv.org/abs/2203.09503,TF,Theory,Collider Phenomenology,papers/2203.09503.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.09503.pdf
854,,"Data and Analysis Preservation, Recasting, and Reinterpretation",S. Bailey et al.,2203.10057,https://arxiv.org/abs/2203.10057,TF,Theory,Collider Phenomenology,papers/2203.10057.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.10057.pdf
855,,Electroweak Fragmentation at High Energies,T. Han et al.,2203.11129,https://arxiv.org/abs/2203.11129,TF,Theory,Collider Phenomenology,papers/2203.11129.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.11129.pdf
856,,Collider Physics Opportunities of Extended Warped Extra-Dimensional Models,K. Agashe et al.,2203.13305,https://arxiv.org/abs/2203.13305,TF,Theory,Collider Phenomenology,papers/2203.13305.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.13305.pdf
857,,Implications of Energy Peak for Collider Phenomenology: Top Quark Mass Determination and Beyond,K. Agashe et al.,2204.02928,https://arxiv.org/abs/2204.02928,TF,Theory,Collider Phenomenology,papers/2204.02928.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.02928.pdf
858,,BSM Higgs Production at a Muon Collider,T. Han et al.,2205.11730,https://arxiv.org/abs/2205.11730,TF,Theory,Collider Phenomenology,papers/2205.11730.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2205.11730.pdf
859,,MSSM under Higgs Factories,H. Li et al.,2205.11920,https://arxiv.org/abs/2205.11920,TF,Theory,Collider Phenomenology,papers/2205.11920.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2205.11920.pdf
860,,Exotic Higgs Decays in the Type-II 2HDMs at Current and Future pp Colliders,F. Kling et al.,2205.12198,https://arxiv.org/abs/2205.12198,TF,Theory,Collider Phenomenology,papers/2205.12198.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2205.12198.pdf
861,,Signal Strength and W-Boson Mass Measurements as a Probe of the Electroweak Phase Transition at Colliders,A. Papaefstathiou et al.,2205.14379,https://arxiv.org/abs/2205.14379,TF,Theory,Collider Phenomenology,papers/2205.14379.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2205.14379.pdf
862,,Two-Real-Singlet-Model (TRSM) Benchmark Planes,T. Robens.,2205.14486,https://arxiv.org/abs/2205.14486,TF,Theory,Collider Phenomenology,papers/2205.14486.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2205.14486.pdf
863,,Kinematic Variables and Feature Engineering for Particle Phenomenology,R. Franceschini et al.,2206.13431,https://arxiv.org/abs/2206.13431,TF,Theory,Collider Phenomenology,papers/2206.13431.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2206.13431.pdf
864,,Comments on Collinear Factorization,G. Sterman.,2207.06507,https://arxiv.org/abs/2207.06507,TF,Theory,Collider Phenomenology,papers/2207.06507.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2207.06507.pdf
865,,"When, Where, and How to Open Data: A Personal Perspective",B. Nachman.,2208.07910,https://arxiv.org/abs/2208.07910,TF,Theory,Collider Phenomenology,papers/2208.07910.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2208.07910.pdf
866,,Hidden Sectors and a Multi-Temperature Universe,A. Aboubrahim et al.,2106.06494,https://arxiv.org/abs/2106.06494,TF,Theory,Beyond-Standard-Model Model Building,papers/2106.06494.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2106.06494.pdf
867,,Mini-Review: Expectations for Supersymmetry from the String Landscape,H. Baer et al.,2202.11578,https://arxiv.org/abs/2202.11578,TF,Theory,Beyond-Standard-Model Model Building,papers/2202.11578.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2202.11578.pdf
868,,New Ideas in Baryogenesis,G. Elor et al.,2203.05010,https://arxiv.org/abs/2203.05010,TF,Theory,Beyond-Standard-Model Model Building,papers/2203.05010.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.05010.pdf
869,,Review of Neutral Naturalness,B. Batell et al.,2203.05531,https://arxiv.org/abs/2203.05531,TF,Theory,Beyond-Standard-Model Model Building,papers/2203.05531.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.05531.pdf
870,,Ultraheavy Particle Dark Matter,D. Carney et al.,2203.06508,https://arxiv.org/abs/2203.06508,TF,Theory,Beyond-Standard-Model Model Building,papers/2203.06508.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06508.pdf
871,,Strong CP Beyond Axion Direct Detection,N. Blinov et al.,2203.07218,https://arxiv.org/abs/2203.07218,TF,Theory,Beyond-Standard-Model Model Building,papers/2203.07218.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07218.pdf
872,,The Windchime Project,A. Attanasio et al. (Windchime Collaboration),2203.07242,https://arxiv.org/abs/2203.07242,TF,Theory,Beyond-Standard-Model Model Building,papers/2203.07242.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07242.pdf
873,,Implications of Quantum Gravity for Particle Physics,P. Draper et al.,2203.07624,https://arxiv.org/abs/2203.07624,TF,Theory,Beyond-Standard-Model Model Building,papers/2203.07624.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07624.pdf
874,,Flavor Model Building,"W. Altmannshofer, J. Zupan",2203.07726,https://arxiv.org/abs/2203.07726,TF,Theory,Beyond-Standard-Model Model Building,papers/2203.07726.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07726.pdf
875,,U(1)_T3R Extension of the Standard Model: A Sub-GeV Dark Matter Model,B. Dutta et al.,2203.07786,https://arxiv.org/abs/2203.07786,TF,Theory,Beyond-Standard-Model Model Building,papers/2203.07786.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07786.pdf
876,,Some Open Questions in Axion Theory,P. Agrawal et al.,2203.08026,https://arxiv.org/abs/2203.08026,TF,Theory,Beyond-Standard-Model Model Building,papers/2203.08026.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08026.pdf
877,,Cosmic Frontier: Fundamental Physics and Beyond the Standard Model,E. Berti et al.,2203.06240,https://arxiv.org/abs/2203.06240,TF,Theory,Astro-Particle Physics and Cosmology,papers/2203.06240.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06240.pdf
878,,Astrophysical and Cosmological Probes of Dark Matter,K. K. Boddy et al.,2203.06380,https://arxiv.org/abs/2203.06380,TF,Theory,Astro-Particle Physics and Cosmology,papers/2203.06380.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06380.pdf
879,,Early-Universe Model Building,P. Asadi et al.,2203.06680,https://arxiv.org/abs/2203.06680,TF,Theory,Astro-Particle Physics and Cosmology,papers/2203.06680.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06680.pdf
880,,Puzzling Excesses in Dark Matter Searches and How to Resolve Them,R. K. Leane et al.,2203.06859,https://arxiv.org/abs/2203.06859,TF,Theory,Astro-Particle Physics and Cosmology,papers/2203.06859.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06859.pdf
881,,Light Dark Matter Direct Detection at the Interface With Condensed Matter Physics,A. Mitridate et al.,2203.07492,https://arxiv.org/abs/2203.07492,TF,Theory,Astro-Particle Physics and Cosmology,papers/2203.07492.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07492.pdf
882,,The Physics of Light Relics,C. Dvorkin et al.,2203.07943,https://arxiv.org/abs/2203.07943,TF,Theory,Astro-Particle Physics and Cosmology,papers/2203.07943.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07943.pdf
883,,Data-Driven Cosmology,M. A. Amin et al.,2203.07946,https://arxiv.org/abs/2203.07946,TF,Theory,Astro-Particle Physics and Cosmology,papers/2203.07946.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07946.pdf
884,,Dark Matter In Extreme Astrophysical Environments,M. Baryakhtar et al.,2203.07984,https://arxiv.org/abs/2203.07984,TF,Theory,Astro-Particle Physics and Cosmology,papers/2203.07984.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07984.pdf
885,,The Cosmological Bootstrap,M. Ackermann et al.,2203.08096,https://arxiv.org/abs/2203.08096,TF,Theory,Astro-Particle Physics and Cosmology,papers/2203.08096.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08096.pdf
886,,Simplified Dark Matter Models with Charged Mediators,T. Ghosh et al.,2203.08107,https://arxiv.org/abs/2203.08107,TF,Theory,Astro-Particle Physics and Cosmology,papers/2203.08107.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08107.pdf
887,,Data Preservation for Cosmology,M. Alvarez et al.,2203.08113,https://arxiv.org/abs/2203.08113,TF,Theory,Astro-Particle Physics and Cosmology,papers/2203.08113.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08113.pdf
888,,The Cosmological Bootstrap,D. Baumann et al.,2203.08121,https://arxiv.org/abs/2203.08121,TF,Theory,Astro-Particle Physics and Cosmology,papers/2203.08121.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08121.pdf
889,,Inflation: Theory and Observations,A. Achúcarro et al.,2203.08128,https://arxiv.org/abs/2203.08128,TF,Theory,Astro-Particle Physics and Cosmology,papers/2203.08128.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08128.pdf
890,,Cosmic Microwave Background Measurements White Paper,C. L. Chang et al.,2203.07638,https://arxiv.org/abs/2203.07638,TF,Theory,Astro-Particle Physics and Cosmology,papers/2203.07638.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07638.pdf
891,,Theory Frontier: Theory Meets the Lab,R. Essig et al.,2203.10089,https://arxiv.org/abs/2203.10089,TF,Theory,Astro-Particle Physics and Cosmology,papers/2203.10089.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.10089.pdf
892,,New Horizons: Scalar and Vector Ultralight Dark Matter,D. Antypas et al.,2203.14915,https://arxiv.org/abs/2203.14915,TF,Theory,Astro-Particle Physics and Cosmology,papers/2203.14915.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.14915.pdf
893,,Axion Dark Matter,J. Jaeckel et al.,2203.14923,https://arxiv.org/abs/2203.14923,TF,Theory,Astro-Particle Physics and Cosmology,papers/2203.14923.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.14923.pdf
894,,"More is Different: Non-Minimal Dark Sectors and their Implications for Particle Physics, Astrophysics, and Cosmology – 13 Take-Away Lessons for Snowmass 2021",K. R. Dienes et al.,2203.17258,https://arxiv.org/abs/2203.17258,TF,Theory,Astro-Particle Physics and Cosmology,papers/2203.17258.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.17258.pdf
895,,Exploring Dark Sector Portals with High Intensity Experiments,B. Batell et al.,2207.06905,https://arxiv.org/abs/2207.06905,TF,Theory,Astro-Particle Physics and Cosmology,papers/2207.06905.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2207.06905.pdf
896,,Tensor networks for High Energy Physics,Y. Meurice et al.,2203.04902,https://arxiv.org/abs/2203.04902,TF,Theory,Quantum Information Science,papers/2203.04902.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.04902.pdf
897,,Ion Coulomb Crystals in Storage Rings for Quantum Information Science,S. Brooks et al.,2203.06809,https://arxiv.org/abs/2203.06809,TF,Theory,Quantum Information Science,papers/2203.06809.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06809.pdf
898,,Quantum Information in Quantum Field Theory and Quantum Gravity,T. Faulkner et al.,2203.07117,https://arxiv.org/abs/2203.07117,TF,Theory,Quantum Information Science,papers/2203.07117.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07117.pdf
899,,Tabletop Experiments for Infrared Quantum Gravity,D. Carney et al.,2203.11846,https://arxiv.org/abs/2203.11846,TF,Theory,Quantum Information Science,papers/2203.11846.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.11846.pdf
900,,Quantum Simulation for High Energy Physics,C. W. Bauer et al.,2204.03381,https://arxiv.org/abs/2204.03381,TF,Theory,Quantum Information Science,papers/2204.03381.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.03381.pdf
901,,Quantum Computing Hardware for HEP Algorithms and Sensing,M. S. Alam et al.,2204.08605,https://arxiv.org/abs/2204.08605,TF,Theory,Quantum Information Science,papers/2204.08605.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.08605.pdf
902,,Neutrino Self-Interactions,J. M. Berryman et al.,2203.01955,https://arxiv.org/abs/2203.01955,TF,Theory,Theory of Neutrino Physics,papers/2203.01955.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.01955.pdf
903,,Tau Neutrinos in the Next Decade: from GeV to EeV,R. Mammen Abraham et al.,2203.05591,https://arxiv.org/abs/2203.05591,TF,Theory,Theory of Neutrino Physics,papers/2203.05591.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.05591.pdf
904,,BSM Neutrino Physics: Complementarity across Energies,T. Han et al.,2203.06131,https://arxiv.org/abs/2203.06131,TF,Theory,Theory of Neutrino Physics,papers/2203.06131.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06131.pdf
905,,Testing neutrino flavor models,J. Gehrlein et al.,2203.06219,https://arxiv.org/abs/2203.06219,TF,Theory,Theory of Neutrino Physics,papers/2203.06219.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06219.pdf
906,,Electron Scattering and Neutrino Physics,A. M. Ankowski et al.,2203.06853,https://arxiv.org/abs/2203.06853,TF,Theory,Theory of Neutrino Physics,papers/2203.06853.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06853.pdf
907,,Synergy between Cosmological and Laboratory Searches in Neutrino Physics,K. N. Abazajian et al.,2203.07377,https://arxiv.org/abs/2203.07377,TF,Theory,Theory of Neutrino Physics,papers/2203.07377.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07377.pdf
908,,"Theoretical Tools for Neutrino Scattering: Interplay between Lattice QCD, EFTs, Nuclear Physics, Phenomenology, and Neutrino Event Generators",L. Alvarez Ruso et al.,2203.09030,https://arxiv.org/abs/2203.09030,TF,Theory,Theory of Neutrino Physics,papers/2203.09030.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.09030.pdf
909,,Neutrino Scattering Measurements on Hydrogen and Deuterium,L. Alvarez Ruso et al.,2203.11298,https://arxiv.org/abs/2203.11298,TF,Theory,Theory of Neutrino Physics,papers/2203.11298.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.11298.pdf
910,,Neutrinoless Double-Beta Decay: A Roadmap for Matching Theory to Experiment,V. Cirigliano et al.,2203.12169,https://arxiv.org/abs/2203.12169,TF,Theory,Theory of Neutrino Physics,papers/2203.12169.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.12169.pdf
911,,Neutrino Flavor Model Building and the Origins of Flavor and CP Violation,Yahya Almumin et al.,2204.08668,https://arxiv.org/abs/2204.08668,TF,Theory,Theory of Neutrino Physics,papers/2204.08668.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.08668.pdf
912,,Dark Sector Studies with Neutrino Beams,B. Batell et al.,2207.06898,https://arxiv.org/abs/2207.06898,TF,Theory,Theory of Neutrino Physics,papers/2207.06898.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2207.06898.pdf
913,,The Sanford Underground Research Facility,J. Heise.,2203.08293,https://arxiv.org/abs/2203.08293,UF,Underground Facilities and Infrastructure,General - centered on this frontier:,papers/2203.08293.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08293.pdf
914,,The European Spallation Source Neutrino Super Beam,A. Alekou et al.,2203.08803,https://arxiv.org/abs/2203.08803,UF,Underground Facilities and Infrastructure,General - centered on this frontier:,papers/2203.08803.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08803.pdf
